Order_ID,Customer_ID,Postal_Code,Order_Date,Ship_Date,Ship_Mode
CA-2011-165393,NC-18415,76106,12/27/2011,12/30/2011,First Class
CA-2011-165428,JL-15130,77036,9/1/2011,9/4/2011,First Class
CA-2011-165477,RE-19405,44240,12/29/2011,12/31/2011,Second Class
CA-2011-165540,TM-21010,60098,2/22/2011,2/26/2011,Standard Class
CA-2011-165568,BF-11020,98105,2/16/2011,2/20/2011,Standard Class
CA-2011-165764,SH-20395,28540,11/3/2011,11/7/2011,Standard Class
CA-2011-165806,VM-21685,30062,4/7/2011,4/7/2011,Same Day
CA-2011-165974,DL-12865,45231,6/29/2011,7/6/2011,Standard Class
CA-2011-166051,JK-15625,39212,5/31/2011,6/5/2011,Standard Class
CA-2011-166086,CT-11995,1841,5/7/2011,5/12/2011,Standard Class
CA-2011-166191,DK-13150,62521,12/5/2011,12/9/2011,Second Class
CA-2011-166457,PF-19120,40475,5/5/2011,5/9/2011,Second Class
CA-2011-166471,MG-17650,98103,8/9/2011,8/13/2011,Standard Class
CA-2011-166555,JK-15205,14304,7/11/2011,7/14/2011,First Class
CA-2011-166590,NC-18625,47201,10/29/2011,11/2/2011,Standard Class
CA-2011-166716,CR-12730,60610,8/20/2011,8/25/2011,Second Class
CA-2011-166730,DD-13570,38109,12/30/2011,1/1/2012,First Class
CA-2011-166744,DN-13690,21044,9/20/2011,9/24/2011,Standard Class
CA-2011-166863,SC-20020,75023,6/20/2011,6/24/2011,Standard Class
CA-2011-166884,CK-12205,43229,3/11/2011,3/16/2011,Second Class
CA-2011-166891,CC-12220,10024,10/4/2011,10/6/2011,First Class
CA-2011-166954,BT-11305,91776,4/25/2011,4/30/2011,Standard Class
CA-2011-166961,CD-12790,92553,12/27/2011,12/31/2011,Standard Class
CA-2011-166989,RM-19675,10011,11/14/2011,11/18/2011,Standard Class
CA-2011-167164,AG-10270,84084,5/13/2011,5/15/2011,Second Class
CA-2011-167199,ME-17320,42420,1/7/2011,1/11/2011,Standard Class
CA-2011-167360,RB-19435,63116,11/24/2011,11/29/2011,Second Class
CA-2011-167486,JO-15145,14215,11/27/2011,12/1/2011,Standard Class
CA-2011-167724,BF-11170,21215,4/13/2011,4/18/2011,Standard Class
CA-2011-167850,AG-10525,33710,8/9/2011,8/16/2011,Standard Class
CA-2011-167927,XP-21865,48185,1/21/2011,1/27/2011,Standard Class
CA-2011-167997,CA-11965,57701,1/27/2011,1/30/2011,First Class
CA-2011-168130,BS-11365,10011,9/19/2011,9/19/2011,Same Day
CA-2011-168158,EM-14140,59405,7/19/2011,7/24/2011,Standard Class
CA-2011-168305,PL-18925,90049,11/1/2011,11/8/2011,Standard Class
CA-2011-168312,GW-14605,77036,3/1/2011,3/7/2011,Standard Class
CA-2011-168368,GA-14725,65203,2/12/2011,2/16/2011,Second Class
CA-2011-168473,TB-21520,10009,12/26/2011,1/1/2012,Standard Class
CA-2011-168494,NP-18700,93727,12/12/2011,12/14/2011,Second Class
CA-2011-168592,DP-13390,94110,9/8/2011,9/14/2011,Standard Class
CA-2011-168823,MA-17560,19143,9/21/2011,9/24/2011,First Class
CA-2011-168984,NW-18400,97224,11/26/2011,12/2/2011,Standard Class
CA-2011-169019,LF-17185,78207,7/26/2011,7/30/2011,Standard Class
CA-2011-169033,KM-16720,11561,3/30/2011,4/3/2011,Standard Class
CA-2011-169061,AB-10150,10701,3/5/2011,3/8/2011,Second Class
CA-2011-169257,SV-20785,32216,6/6/2011,6/12/2011,Standard Class
CA-2011-169446,SG-20605,60623,12/19/2011,12/25/2011,Standard Class
CA-2011-169460,NF-18595,95123,4/19/2011,4/21/2011,Second Class
CA-2011-169642,BB-10990,90036,7/27/2011,7/30/2011,Second Class
CA-2011-169649,TS-21205,60653,12/9/2011,12/15/2011,Standard Class
CA-2011-169684,FH-14365,37918,10/20/2011,10/23/2011,First Class
CA-2011-169726,JH-15985,98103,8/9/2011,8/13/2011,Standard Class
CA-2011-169775,RA-19945,33178,8/29/2011,9/2/2011,Second Class
CA-2011-169803,SC-20260,98115,4/6/2011,4/12/2011,Standard Class
CA-2011-169852,SF-20965,92024,10/21/2011,10/26/2011,Standard Class
CA-2012-100146,CB-12535,93010,5/14/2012,5/19/2012,Standard Class
CA-2012-100216,HJ-14875,85204,4/13/2012,4/14/2012,First Class
CA-2012-100251,DV-13465,11561,5/17/2012,5/23/2012,Standard Class
CA-2012-100454,BM-11650,10035,11/20/2012,11/25/2012,Standard Class
CA-2012-100545,IM-15070,19120,11/22/2012,11/26/2012,Standard Class
CA-2012-100573,AM-10705,90004,9/25/2012,10/1/2012,Standard Class
CA-2012-100657,SW-20245,12180,11/2/2012,11/7/2012,Standard Class
CA-2012-100685,SM-20950,68104,12/19/2012,12/21/2012,Second Class
CA-2012-100734,AC-10615,19143,9/15/2012,9/20/2012,Standard Class
CA-2012-100769,TH-21550,32216,5/16/2012,5/16/2012,Same Day
CA-2012-100818,JM-15265,60653,5/31/2012,6/5/2012,Second Class
CA-2012-100888,MH-17455,28540,4/6/2012,4/10/2012,Standard Class
CA-2012-101000,IG-15085,6360,4/9/2012,4/14/2012,Standard Class
CA-2012-101007,MS-17980,75220,2/9/2012,2/13/2012,Second Class
CA-2012-101091,SW-20245,19140,12/5/2012,12/9/2012,Second Class
CA-2012-101126,NB-18655,19143,2/10/2012,2/14/2012,Second Class
CA-2012-101154,CM-12190,92105,9/18/2012,9/21/2012,First Class
CA-2012-101707,PF-19165,92105,8/27/2012,9/1/2012,Standard Class
CA-2012-101868,MJ-17740,33178,6/9/2012,6/16/2012,Standard Class
CA-2012-101889,DB-13120,43302,12/27/2012,12/31/2012,Standard Class
CA-2012-101910,CD-11920,92530,11/27/2012,12/3/2012,Standard Class
CA-2012-101924,KB-16585,97504,9/4/2012,9/9/2012,Standard Class
CA-2012-102015,TM-21010,13021,9/12/2012,9/18/2012,Standard Class
CA-2012-102036,CS-12130,98105,9/21/2012,9/27/2012,Standard Class
CA-2012-102260,SJ-20125,37064,9/22/2012,9/26/2012,Standard Class
CA-2012-102281,MP-17470,10035,10/12/2012,10/14/2012,First Class
CA-2012-102316,DH-13075,90045,2/29/2012,3/3/2012,Second Class
CA-2012-102491,KW-16435,41042,8/24/2012,8/28/2012,Standard Class
CA-2012-102582,NW-18400,36608,9/15/2012,9/19/2012,Standard Class
CA-2012-102722,KW-16570,71203,4/18/2012,4/19/2012,First Class
CA-2012-102778,JH-15820,28110,11/21/2012,11/24/2012,First Class
CA-2012-102806,HG-14965,19143,5/21/2012,5/28/2012,Standard Class
CA-2012-102848,KB-16240,90036,11/7/2012,11/9/2012,Second Class
CA-2012-102855,JF-15415,99207,4/5/2012,4/6/2012,Same Day
CA-2012-102876,LR-17035,19134,9/7/2012,9/14/2012,Standard Class
CA-2012-103072,HW-14935,48205,9/27/2012,9/30/2012,Second Class
CA-2012-103093,FO-14305,31907,2/3/2012,2/7/2012,Standard Class
CA-2012-103135,SS-20515,40214,7/24/2012,7/28/2012,Standard Class
CA-2012-103177,EN-13780,10009,5/30/2012,6/1/2012,First Class
CA-2012-103205,JJ-15760,77036,12/8/2012,12/10/2012,Second Class
CA-2012-103716,KB-16585,94110,4/30/2012,5/6/2012,Standard Class
CA-2012-103723,BT-11305,98105,12/1/2012,12/6/2012,Standard Class
CA-2012-103772,MP-17470,30080,6/28/2012,7/2/2012,Standard Class
CA-2012-103793,BV-11245,33142,3/26/2012,3/31/2012,Standard Class
CA-2012-103835,SC-20440,90032,9/24/2012,9/28/2012,Standard Class
CA-2012-103870,SP-20860,37130,12/27/2012,12/31/2012,Standard Class
CA-2012-103933,DR-12880,10011,9/25/2012,9/27/2012,First Class
CA-2012-103954,HR-14770,53209,8/9/2012,8/13/2012,Second Class
CA-2012-103961,NG-18430,62301,11/5/2012,11/9/2012,Standard Class
CA-2012-104038,LO-17170,23434,2/6/2012,2/8/2012,First Class
CA-2012-104052,TP-21565,75019,3/1/2012,3/2/2012,First Class
CA-2012-104059,FC-14245,45503,6/13/2012,6/15/2012,Second Class
CA-2012-104115,JH-15910,33407,6/12/2012,6/16/2012,Standard Class
CA-2012-104129,ES-14080,2908,2/27/2012,3/2/2012,Standard Class
CA-2012-104241,AG-10495,22304,1/4/2012,1/9/2012,Standard Class
CA-2012-104297,CC-12100,44105,5/29/2012,5/31/2012,First Class
CA-2012-104346,IM-15070,80906,12/11/2012,12/16/2012,Standard Class
CA-2012-104486,PO-18850,94109,5/1/2012,5/6/2012,Standard Class
CA-2012-104493,EB-13705,92105,10/2/2012,10/8/2012,Standard Class
CA-2012-104514,CB-12535,19711,1/2/2012,1/4/2012,Second Class
CA-2012-104626,DR-12940,2038,9/1/2012,9/8/2012,Standard Class
CA-2012-104871,DR-12940,61761,3/30/2012,4/3/2012,Standard Class
CA-2012-104941,DH-13075,35601,6/13/2012,6/19/2012,Standard Class
CA-2012-104948,KH-16510,92404,11/13/2012,11/17/2012,Standard Class
CA-2012-105102,BM-11575,10035,9/15/2012,9/19/2012,Second Class
CA-2012-105158,SP-20860,55901,9/5/2012,9/10/2012,Standard Class
CA-2012-105221,VM-21685,19140,11/1/2012,11/3/2012,First Class
CA-2012-105312,MT-17815,85254,11/6/2012,11/9/2012,First Class
CA-2012-105347,DP-13000,90004,11/24/2012,11/28/2012,Standard Class
CA-2012-105361,CM-12115,10024,3/29/2012,4/4/2012,Standard Class
CA-2012-105508,JF-15190,10035,9/24/2012,9/29/2012,Standard Class
CA-2012-105571,CP-12340,33142,11/7/2012,11/11/2012,Standard Class
CA-2012-105599,MC-17275,10011,9/7/2012,9/7/2012,Same Day
CA-2012-105613,KN-16705,78501,10/18/2012,10/22/2012,Standard Class
CA-2012-105627,DK-12895,53142,3/8/2012,3/12/2012,Standard Class
CA-2012-105634,HA-14905,2038,11/8/2012,11/14/2012,Standard Class
CA-2012-105690,CA-11965,77642,11/21/2012,11/26/2012,Second Class
CA-2012-105725,GT-14755,90805,2/18/2012,2/24/2012,Standard Class
CA-2012-105844,JF-15415,89431,10/25/2012,10/27/2012,Second Class
CA-2012-105970,PA-19060,47374,3/2/2012,3/7/2012,Standard Class
CA-2012-106187,RF-19345,30344,6/23/2012,6/29/2012,Standard Class
CA-2012-106208,JW-16075,60610,12/10/2012,12/15/2012,Standard Class
CA-2012-106215,BN-11470,19143,4/16/2012,4/21/2012,Standard Class
CA-2012-106257,EB-14110,90045,4/13/2012,4/17/2012,Second Class
CA-2012-106320,EB-13870,84057,9/25/2012,9/30/2012,Standard Class
CA-2012-106362,LC-16885,45373,12/11/2012,12/15/2012,Standard Class
CA-2012-106565,BW-11110,53209,3/20/2012,3/23/2012,First Class
CA-2012-106978,ZC-21910,80013,9/28/2012,10/4/2012,Standard Class
CA-2012-107020,MV-18190,92404,7/10/2012,7/14/2012,Standard Class
CA-2012-107083,BB-11545,76106,11/21/2012,11/27/2012,Standard Class
CA-2012-107468,MK-17905,80027,12/18/2012,12/22/2012,Standard Class
CA-2012-107678,JK-16090,40214,4/21/2012,4/28/2012,Standard Class
CA-2012-107685,JM-15865,89115,11/30/2012,12/2/2012,Second Class
CA-2012-107741,FC-14335,81001,3/8/2012,3/10/2012,First Class
CA-2012-107902,SM-20950,6824,8/28/2012,9/2/2012,Standard Class
CA-2012-107937,JB-16045,91911,5/3/2012,5/8/2012,Standard Class
CA-2012-108119,MS-17530,72032,11/1/2012,11/8/2012,Standard Class
CA-2012-108259,NS-18640,28540,11/8/2012,11/15/2012,Standard Class
CA-2012-108532,CC-12100,48234,8/29/2012,9/2/2012,Standard Class
CA-2012-108588,BG-11695,10009,1/5/2012,1/10/2012,Standard Class
CA-2012-108665,KM-16225,10011,7/6/2012,7/10/2012,Standard Class
CA-2012-108672,FA-14230,90032,9/10/2012,9/16/2012,Standard Class
CA-2012-109001,KN-16390,19120,3/5/2012,3/9/2012,Standard Class
CA-2012-109113,EK-13795,60610,12/19/2012,12/23/2012,Standard Class
CA-2012-109169,OT-18730,48234,4/20/2012,4/24/2012,Standard Class
CA-2012-109190,CC-12685,79424,10/23/2012,10/28/2012,Standard Class
CA-2012-109197,JO-15280,59801,12/31/2012,1/4/2013,Standard Class
CA-2012-109337,DL-13330,46226,11/21/2012,11/23/2012,Second Class
CA-2012-109386,RH-19600,23666,11/8/2012,11/13/2012,Second Class
CA-2012-109470,KC-16255,42420,12/31/2012,1/3/2013,Second Class
CA-2012-109512,LF-17185,10011,3/5/2012,3/5/2012,Same Day
CA-2012-109575,KH-16630,20735,9/18/2012,9/23/2012,Standard Class
CA-2012-109603,EM-13825,92553,1/26/2012,2/1/2012,Standard Class
CA-2012-109638,JH-15985,98115,12/15/2012,12/22/2012,Standard Class
CA-2012-109708,CY-12745,38401,5/25/2012,5/28/2012,Second Class
CA-2012-109736,DJ-13420,94109,10/10/2012,10/11/2012,First Class
CA-2012-109862,HK-14890,19711,10/25/2012,10/30/2012,Standard Class
CA-2012-109939,AA-10375,97301,5/8/2012,5/12/2012,Standard Class
CA-2012-110016,BT-11395,48227,11/29/2012,12/4/2012,Standard Class
CA-2012-110093,AB-10255,19134,12/3/2012,12/8/2012,Standard Class
CA-2012-110247,RH-19555,32303,12/4/2012,12/8/2012,Standard Class
CA-2012-110289,NB-18655,94109,10/29/2012,11/2/2012,Standard Class
CA-2012-110324,MA-17560,49201,12/1/2012,12/5/2012,Standard Class
CA-2012-110345,TG-21310,27604,3/9/2012,3/11/2012,Second Class
CA-2012-110457,DK-13090,98103,3/2/2012,3/6/2012,Standard Class
CA-2012-110548,AH-10690,77095,5/4/2012,5/8/2012,Standard Class
CA-2012-110632,HR-14830,10009,3/17/2012,3/22/2012,Second Class
CA-2012-110667,NF-18595,10009,4/4/2012,4/8/2012,Standard Class
CA-2012-110744,HA-14920,91104,9/7/2012,9/12/2012,Standard Class
CA-2012-110765,MP-17965,10011,10/16/2012,10/20/2012,Second Class
CA-2012-110814,BD-11635,10009,12/5/2012,12/9/2012,Second Class
CA-2012-110863,AA-10645,73120,11/17/2012,11/24/2012,Standard Class
CA-2012-110870,KD-16270,90032,12/12/2012,12/15/2012,First Class
CA-2012-110877,JE-15715,77041,10/23/2012,10/26/2012,First Class
CA-2012-110891,PO-19195,19140,11/20/2012,11/24/2012,Standard Class
CA-2012-110947,AG-10765,23666,6/9/2012,6/15/2012,Standard Class
CA-2012-111017,SC-20695,63116,7/31/2012,8/6/2012,Standard Class
CA-2012-111038,LC-16960,92037,12/1/2012,12/6/2012,Standard Class
CA-2012-111073,MC-18100,44256,12/26/2012,12/30/2012,Standard Class
CA-2012-111094,CB-12535,2038,7/9/2012,7/13/2012,Standard Class
CA-2012-111164,SE-20110,10009,4/11/2012,4/15/2012,Standard Class
CA-2012-111199,JK-15730,28540,11/13/2012,11/17/2012,Standard Class
CA-2012-111206,RF-19735,92105,7/18/2012,7/22/2012,Standard Class
CA-2012-111234,AB-10600,90004,2/18/2012,2/22/2012,Standard Class
CA-2012-111297,SC-20440,2740,8/17/2012,8/21/2012,Standard Class
CA-2012-111325,BT-11395,16602,2/27/2012,2/28/2012,First Class
CA-2012-111339,VP-21760,43229,5/29/2012,5/31/2012,First Class
CA-2012-111395,VB-21745,78207,11/23/2012,11/27/2012,Standard Class
CA-2012-111458,PF-19165,10035,9/26/2012,9/30/2012,Standard Class
CA-2012-111507,VW-21775,98006,2/6/2012,2/13/2012,Standard Class
CA-2012-111514,SC-20260,94122,8/31/2012,9/2/2012,First Class
CA-2012-111612,EB-14110,43229,11/28/2012,12/2/2012,Standard Class
CA-2012-111703,KB-16315,33021,7/2/2012,7/9/2012,Standard Class
CA-2012-111780,RA-19285,92037,12/25/2012,12/30/2012,Second Class
CA-2012-111829,FH-14365,98115,3/19/2012,3/20/2012,First Class
CA-2012-111864,PP-18955,19134,6/19/2012,6/19/2012,Same Day
CA-2012-111948,AG-10495,48234,11/11/2012,11/11/2012,Same Day
CA-2012-111990,DB-13660,77095,11/8/2012,11/13/2012,Standard Class
CA-2012-112011,ON-18715,92399,8/13/2012,8/20/2012,Standard Class
CA-2012-112053,SH-20395,14609,10/11/2012,10/13/2012,Second Class
CA-2012-112116,JE-15475,98103,3/16/2012,3/18/2012,Second Class
CA-2012-112130,SV-20785,19140,5/3/2012,5/7/2012,Standard Class
CA-2012-112144,CY-12745,85234,6/28/2012,7/2/2012,Standard Class
CA-2012-112214,AH-10690,75220,8/5/2012,8/11/2012,Standard Class
CA-2012-112305,KB-16405,98105,11/20/2012,11/25/2012,Standard Class
CA-2012-112319,AR-10510,90004,8/31/2012,9/5/2012,Standard Class
CA-2012-112375,RD-19720,32114,12/21/2012,12/27/2012,Standard Class
CA-2012-112452,NC-18340,48911,4/4/2012,4/4/2012,Same Day
CA-2012-112522,DP-13165,60610,10/10/2012,10/17/2012,Standard Class
CA-2012-112557,JL-15850,10035,4/25/2012,4/28/2012,First Class
CA-2012-112571,DL-12925,92054,9/22/2012,9/22/2012,Same Day
CA-2012-112711,FM-14380,79109,7/12/2012,7/18/2012,Standard Class
CA-2012-112767,DK-12985,97477,8/2/2012,8/6/2012,Standard Class
CA-2012-112823,RA-19945,44105,12/10/2012,12/16/2012,Standard Class
CA-2012-113040,CC-12100,90045,8/27/2012,8/31/2012,Standard Class
CA-2012-113110,BK-11260,92404,3/19/2012,3/23/2012,Standard Class
CA-2012-113131,MB-17305,43229,9/24/2012,9/24/2012,Same Day
CA-2012-113145,VD-21670,10011,11/1/2012,11/5/2012,Standard Class
CA-2012-113152,JK-15625,10024,12/25/2012,12/30/2012,Standard Class
CA-2012-113173,DK-13225,60653,11/15/2012,11/17/2012,Second Class
CA-2012-113215,CP-12085,85705,9/3/2012,9/8/2012,Standard Class
CA-2012-113222,AG-10765,46226,11/9/2012,11/9/2012,Same Day
CA-2012-113404,EM-13810,94122,7/16/2012,7/16/2012,Same Day
CA-2012-113523,SC-20440,19140,9/4/2012,9/8/2012,Standard Class
CA-2012-113628,AH-10690,33317,11/12/2012,11/19/2012,Standard Class
CA-2012-113740,SC-20380,10035,8/24/2012,8/28/2012,Second Class
CA-2012-113901,NH-18610,48227,10/19/2012,10/24/2012,Standard Class
CA-2012-113971,CB-12535,44221,5/8/2012,5/14/2012,Standard Class
CA-2012-114048,EH-13945,92627,12/14/2012,12/18/2012,Standard Class
CA-2012-114069,ND-18370,10035,7/13/2012,7/15/2012,Second Class
CA-2012-114237,MC-17275,98103,3/13/2012,3/15/2012,First Class
CA-2012-114300,AF-10885,40214,10/13/2012,10/17/2012,Standard Class
CA-2012-114468,TD-20995,60440,8/23/2012,8/23/2012,Same Day
CA-2012-114503,AA-10375,37087,11/13/2012,11/17/2012,Standard Class
CA-2012-114811,KD-16495,10024,11/8/2012,11/8/2012,Same Day
CA-2012-114923,LH-17020,43229,2/8/2012,2/13/2012,Standard Class
CA-2012-115091,JJ-15760,22153,10/5/2012,10/9/2012,Standard Class
CA-2012-115168,BB-11545,63301,6/5/2012,6/9/2012,Standard Class
CA-2012-115392,RM-19675,2138,10/1/2012,10/4/2012,Second Class
CA-2012-115399,AG-10900,19134,12/19/2012,12/22/2012,First Class
CA-2012-115420,LS-16945,90004,4/25/2012,5/2/2012,Standard Class
CA-2012-115511,NW-18400,89115,11/21/2012,11/25/2012,Standard Class
CA-2012-115567,ZC-21910,47201,9/13/2012,9/18/2012,Standard Class
CA-2012-115693,FC-14245,90032,12/10/2012,12/15/2012,Standard Class
CA-2012-115742,DP-13000,47150,4/18/2012,4/22/2012,Standard Class
CA-2012-115798,KL-16645,19711,11/13/2012,11/19/2012,Standard Class
CA-2012-115847,TC-21535,22204,9/19/2012,9/24/2012,Second Class
CA-2012-115924,BE-11455,50315,9/14/2012,9/18/2012,Second Class
CA-2012-115938,SA-20830,23223,6/26/2012,6/30/2012,Standard Class
CA-2012-115945,AB-10165,90045,6/25/2012,7/1/2012,Standard Class
CA-2012-116092,JM-16195,90004,2/15/2012,2/18/2012,Second Class
CA-2012-116260,BF-10975,8360,7/6/2012,7/12/2012,Standard Class
CA-2012-116484,JK-15205,43302,11/20/2012,11/26/2012,Standard Class
CA-2012-116512,MC-18100,10024,4/9/2012,4/14/2012,Standard Class
CA-2012-116638,JH-15985,28027,1/28/2012,1/31/2012,Second Class
CA-2012-116687,NC-18625,77095,5/2/2012,5/7/2012,Standard Class
CA-2012-116750,BF-10975,28314,7/5/2012,7/10/2012,Second Class
CA-2012-116841,TP-21130,97477,4/14/2012,4/18/2012,Standard Class
CA-2012-116876,TT-21070,14609,2/14/2012,2/21/2012,Standard Class
CA-2012-117086,QJ-19255,5408,11/8/2012,11/12/2012,Standard Class
CA-2012-117415,SN-20710,77041,12/27/2012,12/31/2012,Standard Class
CA-2012-117611,MZ-17335,92024,11/8/2012,11/10/2012,Second Class
CA-2012-117772,MC-17575,98103,9/10/2012,9/12/2012,Second Class
CA-2012-117800,TH-21550,2149,9/21/2012,9/26/2012,Standard Class
CA-2012-117828,BD-11500,23223,12/23/2012,12/26/2012,First Class
CA-2012-117884,DC-13285,33317,3/22/2012,3/22/2012,Same Day
CA-2012-117898,TB-21250,61701,12/5/2012,12/11/2012,Standard Class
CA-2012-117961,GP-14740,1453,11/26/2012,11/30/2012,Standard Class
CA-2012-118227,DB-13270,10009,4/24/2012,4/28/2012,Standard Class
CA-2012-118423,DP-13390,61604,3/24/2012,3/27/2012,First Class
CA-2012-118444,VD-21670,33065,11/5/2012,11/9/2012,Standard Class
CA-2012-118738,AG-10495,77041,10/24/2012,10/30/2012,Standard Class
CA-2012-118843,JH-15910,30318,9/13/2012,9/20/2012,Standard Class
CA-2012-118871,HM-14860,90049,12/4/2012,12/9/2012,Second Class
CA-2012-118948,NK-18490,98105,5/28/2012,6/3/2012,Standard Class
CA-2012-118955,LS-17230,75051,6/16/2012,6/20/2012,Standard Class
CA-2012-119102,KH-16690,2895,5/23/2012,5/27/2012,Standard Class
CA-2012-119214,CW-11905,59715,1/23/2012,1/27/2012,Standard Class
CA-2012-119291,JO-15550,19013,5/14/2012,5/17/2012,First Class
CA-2012-119480,CC-12685,42420,1/9/2012,1/13/2012,Standard Class
CA-2012-119508,TZ-21580,90712,12/4/2012,12/9/2012,Standard Class
CA-2012-119550,RB-19705,77070,12/26/2012,12/31/2012,Standard Class
CA-2012-119592,MM-18280,31907,12/14/2012,12/16/2012,Second Class
CA-2012-119627,SC-20725,85345,8/17/2012,8/23/2012,Standard Class
CA-2012-119634,BW-11065,27604,8/11/2012,8/16/2012,Standard Class
CA-2012-119690,MV-17485,77041,6/25/2012,6/28/2012,First Class
CA-2012-119697,EM-13960,19134,12/28/2012,12/31/2012,Second Class
CA-2012-119879,SS-20410,19120,11/21/2012,11/25/2012,Standard Class
CA-2012-119907,LC-17140,98103,12/1/2012,12/8/2012,Standard Class
CA-2012-119942,TT-21070,19120,4/5/2012,4/7/2012,First Class
CA-2012-120103,MS-17365,85023,12/24/2012,12/29/2012,Standard Class
CA-2012-120320,MV-18190,77036,3/5/2012,3/9/2012,Standard Class
CA-2012-120341,SF-20200,19143,9/26/2012,9/29/2012,Second Class
CA-2012-120362,CA-12265,84604,9/14/2012,9/19/2012,Standard Class
CA-2012-120397,RB-19435,77070,7/2/2012,7/2/2012,Same Day
CA-2012-120439,AD-10180,19120,6/14/2012,6/18/2012,Standard Class
CA-2012-120446,JG-15805,92105,11/16/2012,11/18/2012,First Class
CA-2012-120516,CK-12595,30062,8/13/2012,8/17/2012,Standard Class
CA-2012-120551,SS-20590,68701,4/13/2012,4/20/2012,Standard Class
CA-2012-120621,JW-16075,28540,3/21/2012,3/26/2012,Standard Class
CA-2012-120677,BD-11320,55407,5/31/2012,6/4/2012,Standard Class
CA-2012-120782,SD-20485,48640,4/28/2012,5/1/2012,First Class
CA-2012-120810,TH-21550,10009,7/23/2012,7/27/2012,Standard Class
CA-2012-120845,ML-17395,37130,9/25/2012,10/2/2012,Standard Class
CA-2012-120880,JL-15850,98105,5/29/2012,6/3/2012,Standard Class
CA-2012-120901,BG-11035,78745,12/31/2012,1/4/2013,Standard Class
CA-2012-120915,JJ-15445,10035,9/28/2012,10/3/2012,Second Class
CA-2012-121041,CS-12250,76117,11/3/2012,11/10/2012,Standard Class
CA-2012-121097,SF-20965,77520,1/3/2012,1/8/2012,Standard Class
CA-2012-121132,VB-21745,77041,7/17/2012,7/24/2012,Standard Class
CA-2012-121188,CB-12025,90049,8/28/2012,9/4/2012,Standard Class
CA-2012-121272,DO-13435,98103,3/29/2012,4/4/2012,Standard Class
CA-2012-121391,AA-10315,94109,10/4/2012,10/7/2012,First Class
CA-2012-121405,FC-14335,60610,3/30/2012,4/4/2012,Standard Class
CA-2012-121552,FW-14395,35810,3/22/2012,3/27/2012,Standard Class
CA-2012-121608,JB-15400,6010,9/3/2012,9/5/2012,First Class
CA-2012-121650,KD-16495,49201,12/10/2012,12/16/2012,Standard Class
CA-2012-121699,BD-11320,48227,8/10/2012,8/14/2012,Standard Class
CA-2012-121720,JE-15610,33801,6/11/2012,6/12/2012,First Class
CA-2012-121776,RD-19585,90008,2/16/2012,2/21/2012,Standard Class
CA-2012-121783,PO-19180,55113,11/10/2012,11/14/2012,Standard Class
CA-2012-121797,CC-12145,90049,1/30/2012,2/6/2012,Standard Class
CA-2012-121965,LH-17155,90032,6/19/2012,6/23/2012,Standard Class
CA-2012-122168,HG-14965,41042,8/21/2012,8/26/2012,Standard Class
CA-2012-122210,WB-21850,19134,11/30/2012,12/4/2012,Standard Class
CA-2012-122259,HP-14815,49201,10/31/2012,11/4/2012,Standard Class
CA-2012-122266,SA-20830,32114,4/26/2012,4/30/2012,Standard Class
CA-2012-122287,SN-20560,85345,6/18/2012,6/23/2012,Standard Class
CA-2012-122371,BS-11800,92037,9/26/2012,10/1/2012,Standard Class
CA-2012-122406,BE-11455,2908,8/2/2012,8/5/2012,Second Class
CA-2012-122623,CC-12145,79907,9/7/2012,9/11/2012,Standard Class
CA-2012-122756,DK-13225,19140,12/3/2012,12/7/2012,Standard Class
CA-2012-122826,RD-19480,98502,6/23/2012,6/25/2012,Second Class
CA-2012-122973,PJ-19015,10024,7/18/2012,7/20/2012,Second Class
CA-2012-123092,JG-15115,28540,12/3/2012,12/7/2012,Standard Class
CA-2012-123113,AT-10735,7960,11/23/2012,11/27/2012,Second Class
CA-2012-123141,GZ-14470,87124,11/14/2012,11/19/2012,Standard Class
CA-2012-123155,NS-18640,78207,3/9/2012,3/12/2012,First Class
CA-2012-123232,DJ-13630,97206,12/14/2012,12/16/2012,Second Class
CA-2012-123330,EP-13915,32725,6/21/2012,6/27/2012,Standard Class
CA-2012-123456,KN-16450,75220,7/9/2012,7/13/2012,Standard Class
CA-2012-123505,AR-10540,2169,11/22/2012,11/26/2012,Standard Class
CA-2012-123568,SC-20095,84084,11/8/2012,11/14/2012,Standard Class
CA-2012-123673,CH-12070,48227,10/30/2012,11/1/2012,Second Class
CA-2012-123939,MS-17710,43402,8/24/2012,8/26/2012,Second Class
CA-2012-124044,MS-17830,14609,7/23/2012,7/26/2012,Second Class
CA-2012-124058,LC-16885,94601,11/20/2012,11/24/2012,Standard Class
CA-2012-124107,BM-11650,48104,10/9/2012,10/12/2012,Second Class
CA-2012-124268,AD-10180,10035,7/4/2012,7/8/2012,Standard Class
CA-2012-124450,GT-14710,20016,4/27/2012,5/3/2012,Standard Class
CA-2012-124499,FM-14380,48227,10/9/2012,10/13/2012,Standard Class
CA-2012-124541,TT-21220,77041,4/6/2012,4/10/2012,Standard Class
CA-2012-124653,DB-13120,14609,12/24/2012,12/26/2012,First Class
CA-2012-124800,RW-19540,85204,9/26/2012,9/30/2012,Standard Class
CA-2012-124891,RH-19495,10024,7/31/2012,7/31/2012,Same Day
CA-2012-124919,SP-20650,95123,5/31/2012,6/2/2012,First Class
